gene,cellType.target,mean.target,cellType.2nd,mean.2nd,MeanRatio,MeanRatio.rank,MeanRatio.anno,gene_ensembl,gene_name,marker_gene
ENSG00000115353,amy_Inhib_D,1.7359011845585974,amy_Inhib_F,0.712872498354616,2.4350794687201964,12,amy_Inhib_D/amy_Inhib_F: 2.435,ENSG00000115353,TACR1,TRUE
ENSG00000186732,amy_Inhib_D,1.929533614593633,amy_Excit_B,0.849336310531389,2.2718134037933884,13,amy_Inhib_D/amy_Excit_B: 2.272,ENSG00000186732,MPPED1,TRUE
ENSG00000180440,amy_Inhib_D,0.6881832461245792,amy_Inhib_A,0.30468075998811406,2.258702670137182,14,amy_Inhib_D/amy_Inhib_A: 2.259,ENSG00000180440,SERTM1,TRUE
ENSG00000186314,amy_Inhib_D,2.1122826318605488,amy_Endo,0.9624885456440604,2.1946054749639545,15,amy_Inhib_D/amy_Endo: 2.195,ENSG00000186314,PRELID2,TRUE
ENSG00000117013,amy_Inhib_D,0.2758151467243056,amy_Inhib_B,0.12794200942255127,2.155782514040224,16,amy_Inhib_D/amy_Inhib_B: 2.156,ENSG00000117013,KCNQ4,TRUE
ENSG00000273301,amy_Inhib_D,0.3750337482026589,amy_Inhib_B,0.17415550428631563,2.1534418319968505,17,amy_Inhib_D/amy_Inhib_B: 2.153,ENSG00000273301,AC016717.2,TRUE
ENSG00000116649,amy_Inhib_D,0.49647555397463095,amy_Inhib_B,0.23305138911550827,2.1303265166489123,18,amy_Inhib_D/amy_Inhib_B: 2.13,ENSG00000116649,SRM,TRUE
ENSG00000089169,amy_Inhib_D,2.612305377063585,amy_Inhib_F,1.2726825917519253,2.0525977128889514,19,amy_Inhib_D/amy_Inhib_F: 2.053,ENSG00000089169,RPH3A,TRUE
ENSG00000162630,amy_Inhib_D,0.643260912061404,amy_Excit_B,0.3327116208243699,1.9333887721371936,20,amy_Inhib_D/amy_Excit_B: 1.933,ENSG00000162630,B3GALT2,TRUE
ENSG00000164951,amy_Inhib_D,0.5932183684155689,amy_Excit_A,0.30916050118196015,1.9188038774281293,21,amy_Inhib_D/amy_Excit_A: 1.919,ENSG00000164951,PDP1,TRUE
ENSG00000175352,amy_Inhib_D,1.3339113577437145,amy_Inhib_B,0.7226384432183464,1.84589038994798,22,amy_Inhib_D/amy_Inhib_B: 1.846,ENSG00000175352,NRIP3,TRUE
ENSG00000103460,amy_Inhib_D,1.651034847221549,amy_Inhib_F,0.9190865498864803,1.796386692227706,23,amy_Inhib_D/amy_Inhib_F: 1.796,ENSG00000103460,TOX3,TRUE
ENSG00000198785,amy_Inhib_D,1.8378651966141633,amy_Inhib_F,1.0438658597615276,1.7606334946465496,24,amy_Inhib_D/amy_Inhib_F: 1.761,ENSG00000198785,GRIN3A,TRUE
ENSG00000182968,amy_Inhib_D,0.37665863379627845,amy_Inhib_B,0.2143113636079434,1.7575299202767878,25,amy_Inhib_D/amy_Inhib_B: 1.758,ENSG00000182968,SOX1,TRUE
ENSG00000105695,amy_Oligo,1.231833925964555,amy_Micro,0.05490056399617314,22.43754592485462,1,amy_Oligo/amy_Micro: 22.438,ENSG00000105695,MAG,TRUE
ENSG00000086205,amy_Oligo,2.1809096325953936,amy_Micro,0.09744787224571565,22.380269392606245,2,amy_Oligo/amy_Micro: 22.38,ENSG00000086205,FOLH1,TRUE
ENSG00000164161,amy_Oligo,2.4648224550866025,amy_Micro,0.12906570865137415,19.097423171823724,3,amy_Oligo/amy_Micro: 19.097,ENSG00000164161,HHIP,TRUE
ENSG00000261329,amy_Oligo,1.002355698058553,amy_Excit_B,0.05447107176367518,18.401615125314798,4,amy_Oligo/amy_Excit_B: 18.402,ENSG00000261329,AC016597.1,TRUE
ENSG00000158865,amy_Oligo,1.6086815755822235,amy_Astro_B,0.08938517865405304,17.997184766037048,5,amy_Oligo/amy_Astro_B: 17.997,ENSG00000158865,SLC5A11,TRUE
ENSG00000150656,amy_Oligo,2.2036643538109817,amy_Micro,0.12948123014873453,17.019179932717986,6,amy_Oligo/amy_Micro: 17.019,ENSG00000150656,CNDP1,TRUE
ENSG00000204278,amy_Oligo,0.7728104917917213,amy_Mural,0.04586382353500514,16.85011044057155,7,amy_Oligo/amy_Mural: 16.85,ENSG00000204278,TMEM235,TRUE
ENSG00000197430,amy_Oligo,1.7877211986041974,amy_Micro,0.10630028237657584,16.81765239598401,8,amy_Oligo/amy_Micro: 16.818,ENSG00000197430,OPALIN,TRUE
ENSG00000124920,amy_Oligo,1.7714825075477179,amy_Endo,0.11092974332467018,15.969409596152465,9,amy_Oligo/amy_Endo: 15.969,ENSG00000124920,MYRF,TRUE
ENSG00000071991,amy_Oligo,1.2408299617293463,amy_Excit_B,0.07798914226205807,15.910291173095944,10,amy_Oligo/amy_Excit_B: 15.91,ENSG00000071991,CDH19,TRUE
ENSG00000260788,amy_Oligo,0.9174486794941059,amy_Micro,0.058521813579633375,15.677037729626928,11,amy_Oligo/amy_Micro: 15.677,ENSG00000260788,AC009063.2,TRUE
ENSG00000168314,amy_Oligo,3.354402796154826,amy_Mural,0.2176731772164855,15.410271669893097,12,amy_Oligo/amy_Mural: 15.41,ENSG00000168314,MOBP,TRUE
ENSG00000204655,amy_Oligo,2.3828418266489186,amy_OPC,0.16060117493723305,14.83701366182528,13,amy_Oligo/amy_OPC: 14.837,ENSG00000204655,MOG,TRUE
ENSG00000012124,amy_Oligo,1.8813887861995868,amy_Tcell,0.1378384370585324,13.649231856863441,14,amy_Oligo/amy_Tcell: 13.649,ENSG00000012124,CD22,TRUE
ENSG00000251138,amy_Oligo,1.617334158885756,amy_Excit_B,0.11854470201520663,13.643242856001175,15,amy_Oligo/amy_Excit_B: 13.643,ENSG00000251138,AC090502.1,TRUE
ENSG00000227392,amy_Oligo,0.9160957849894183,amy_Astro_B,0.07004821943055228,13.078073824526841,16,amy_Oligo/amy_Astro_B: 13.078,ENSG00000227392,HPN-AS1,TRUE
ENSG00000273507,amy_Oligo,1.832669194673237,amy_Excit_B,0.1443713348442928,12.694134861673234,17,amy_Oligo/amy_Excit_B: 12.694,ENSG00000273507,AL354809.1,TRUE
ENSG00000136960,amy_Oligo,3.103402283471201,amy_Inhib_G,0.27438235741599004,11.310502295765849,18,amy_Oligo/amy_Inhib_G: 11.311,ENSG00000136960,ENPP2,TRUE
ENSG00000148826,amy_Oligo,0.7293682850791275,amy_Tcell,0.06980375324099,10.448840516656196,19,amy_Oligo/amy_Tcell: 10.449,ENSG00000148826,NKX6-2,TRUE
ENSG00000169247,amy_Oligo,1.6086253420056078,amy_Endo,0.16265030136695774,9.890085222629649,20,amy_Oligo/amy_Endo: 9.89,ENSG00000169247,SH3TC2,TRUE
ENSG00000124251,amy_Oligo,1.2234283479456947,amy_Mural,0.12460488758437385,9.818461953326455,21,amy_Oligo/amy_Mural: 9.818,ENSG00000124251,TP53TG5,TRUE
ENSG00000172508,amy_Oligo,0.985740863960071,amy_Tcell,0.10068088652169321,9.790744778033696,22,amy_Oligo/amy_Tcell: 9.791,ENSG00000172508,CARNS1,TRUE
ENSG00000154864,amy_Oligo,1.9613128266503232,amy_Micro,0.22266629534976906,8.80830582630142,24,amy_Oligo/amy_Micro: 8.808,ENSG00000154864,PIEZO2,TRUE
ENSG00000167123,amy_Oligo,2.3300719808692407,amy_Excit_B,0.26930697743768695,8.652104015420022,25,amy_Oligo/amy_Excit_B: 8.652,ENSG00000167123,CERCAM,TRUE
ENSG00000250156,amy_Astro_A,0.787327903059328,amy_Astro_B,0.14068178653123417,5.596516240462481,1,amy_Astro_A/amy_Astro_B: 5.597,ENSG00000250156,LINC02060,TRUE
ENSG00000156076,amy_Astro_A,0.9579103246908734,amy_Inhib_F,0.18140097652783307,5.280623858956445,2,amy_Astro_A/amy_Inhib_F: 5.281,ENSG00000156076,WIF1,TRUE
ENSG00000248429,amy_Astro_A,1.193338167227662,amy_Astro_B,0.2296354973712611,5.196662453707422,3,amy_Astro_A/amy_Astro_B: 5.197,ENSG00000248429,FAM198B-AS1,TRUE
ENSG00000164344,amy_Astro_A,0.6247484195545027,amy_Astro_B,0.13520125666775806,4.62087731247759,4,amy_Astro_A/amy_Astro_B: 4.621,ENSG00000164344,KLKB1,TRUE
ENSG00000152661,amy_Astro_A,1.5766731503815128,amy_Astro_B,0.4167832333921823,3.7829572402637988,5,amy_Astro_A/amy_Astro_B: 3.783,ENSG00000152661,GJA1,TRUE
ENSG00000263400,amy_Astro_A,0.6305393636866494,amy_Astro_B,0.1702914231495289,3.702707699688361,6,amy_Astro_A/amy_Astro_B: 3.703,ENSG00000263400,TMEM220-AS1,TRUE
ENSG00000225472,amy_Astro_A,0.7070035065537473,amy_OPC,0.1961283979222105,3.60479927457605,7,amy_Astro_A/amy_OPC: 3.605,ENSG00000225472,AL136366.1,TRUE
ENSG00000148482,amy_Astro_A,0.6197182991558832,amy_Astro_B,0.18637788490271964,3.325063483145259,8,amy_Astro_A/amy_Astro_B: 3.325,ENSG00000148482,SLC39A12,TRUE
ENSG00000172201,amy_Astro_A,1.1508451294997086,amy_Astro_B,0.35476791133196495,3.243938058487017,9,amy_Astro_A/amy_Astro_B: 3.244,ENSG00000172201,ID4,TRUE
ENSG00000137561,amy_Astro_A,0.7472930122876225,amy_Inhib_B,0.23046932046066299,3.2424836884750223,10,amy_Astro_A/amy_Inhib_B: 3.242,ENSG00000137561,TTPA,TRUE
ENSG00000089472,amy_Astro_A,0.6987556285130009,amy_Mural,0.21563316297195173,3.2404831375769914,11,amy_Astro_A/amy_Mural: 3.24,ENSG00000089472,HEPH,TRUE
ENSG00000119927,amy_Astro_A,0.8046068605202451,amy_Endo,0.2487160210072997,3.2350423477409613,12,amy_Astro_A/amy_Endo: 3.235,ENSG00000119927,GPAM,TRUE
ENSG00000253642,amy_Astro_A,2.31456507305743,amy_Astro_B,0.7252019475878462,3.191614529933483,13,amy_Astro_A/amy_Astro_B: 3.192,ENSG00000253642,AF279873.3,TRUE
ENSG00000271904,amy_Astro_A,2.255687045590502,amy_Astro_B,0.7135258947921443,3.16132471442764,14,amy_Astro_A/amy_Astro_B: 3.161,ENSG00000271904,AC091826.2,TRUE
ENSG00000275294,amy_Astro_A,0.8003993683517783,amy_Oligo,0.2534854965625615,3.1575746115882244,15,amy_Astro_A/amy_Oligo: 3.158,ENSG00000275294,LINC02340,TRUE
ENSG00000106571,amy_Astro_A,2.704688526731589,amy_Astro_B,0.8722059422672674,3.100974661673194,16,amy_Astro_A/amy_Astro_B: 3.101,ENSG00000106571,GLI3,TRUE
ENSG00000119938,amy_Astro_A,1.0516895082020896,amy_Astro_B,0.3457273382709931,3.041962239554625,17,amy_Astro_A/amy_Astro_B: 3.042,ENSG00000119938,PPP1R3C,TRUE
ENSG00000136160,amy_Astro_A,0.9450948996441596,amy_Mural,0.3120419751083,3.028742845625646,18,amy_Astro_A/amy_Mural: 3.029,ENSG00000136160,EDNRB,TRUE
ENSG00000139155,amy_Astro_A,1.4207047773138624,amy_Mural,0.48033813876682296,2.957718037883172,19,amy_Astro_A/amy_Mural: 2.958,ENSG00000139155,SLCO1C1,TRUE
ENSG00000146005,amy_Astro_A,1.4313855606010468,amy_OPC,0.4888198287654269,2.9282477435831167,20,amy_Astro_A/amy_OPC: 2.928,ENSG00000146005,PSD2,TRUE
ENSG00000152620,amy_Astro_A,0.973841160512396,amy_Mural,0.3364117528602875,2.89478935332213,21,amy_Astro_A/amy_Mural: 2.895,ENSG00000152620,NADK2,TRUE
ENSG00000169439,amy_Astro_A,1.0616343939552968,amy_Inhib_E,0.3765664172089624,2.8192487312701067,22,amy_Astro_A/amy_Inhib_E: 2.819,ENSG00000169439,SDC2,TRUE
ENSG00000148672,amy_Astro_A,2.238750357449851,amy_Mural,0.7943062572057693,2.8184976980105683,23,amy_Astro_A/amy_Mural: 2.818,ENSG00000148672,GLUD1,TRUE
ENSG00000164188,amy_Astro_A,2.0861938324656983,amy_Astro_B,0.7473963567169777,2.791281779362076,24,amy_Astro_A/amy_Astro_B: 2.791,ENSG00000164188,RANBP3L,TRUE
ENSG00000162836,amy_Astro_A,0.7061570827189799,amy_Inhib_A,0.2531462408415768,2.7895222949840486,25,amy_Astro_A/amy_Inhib_A: 2.79,ENSG00000162836,ACP6,TRUE
ENSG00000162817,amy_Excit_A,0.18432820457586843,amy_Inhib_C,0.05570162349970214,3.309207039124346,1,amy_Excit_A/amy_Inhib_C: 3.309,ENSG00000162817,C1orf115,TRUE
ENSG00000115194,amy_Excit_A,0.49479883905144156,amy_Excit_C,0.217024829854582,2.2799181060664013,2,amy_Excit_A/amy_Excit_C: 2.28,ENSG00000115194,SLC30A3,TRUE
ENSG00000248455,amy_Excit_A,0.4010480354126582,amy_Excit_C,0.1829419723726187,2.1922144503602383,3,amy_Excit_A/amy_Excit_C: 2.192,ENSG00000248455,LINC02217,TRUE
ENSG00000171246,amy_Excit_A,0.6741839857164037,amy_Excit_C,0.31441127466514285,2.1442742040164724,4,amy_Excit_A/amy_Excit_C: 2.144,ENSG00000171246,NPTX1,TRUE
ENSG00000261193,amy_Excit_A,0.21086186408743,amy_Excit_C,0.106490883859987,1.980093097590107,5,amy_Excit_A/amy_Excit_C: 1.98,ENSG00000261193,AC134312.4,TRUE
ENSG00000227906,amy_Excit_A,0.7447162197568942,amy_Inhib_F,0.3805611269292939,1.9568898845920704,6,amy_Excit_A/amy_Inhib_F: 1.957,ENSG00000227906,SNAP25-AS1,TRUE
ENSG00000277586,amy_Excit_A,0.44323419620326787,amy_Excit_C,0.2330231030379943,1.9021040850657573,8,amy_Excit_A/amy_Excit_C: 1.902,ENSG00000277586,NEFL,TRUE
ENSG00000122733,amy_Excit_A,0.23718573330869328,amy_Inhib_A,0.12561222165833044,1.8882377063105102,9,amy_Excit_A/amy_Inhib_A: 1.888,ENSG00000122733,PHF24,TRUE
ENSG00000128245,amy_Excit_A,0.5432833235223862,amy_Excit_C,0.2898508192020014,1.8743549699742745,10,amy_Excit_A/amy_Excit_C: 1.874,ENSG00000128245,YWHAH,TRUE
ENSG00000180979,amy_Excit_A,0.21627508757100516,amy_Endo,0.11669653775926743,1.8533119467276544,11,amy_Excit_A/amy_Endo: 1.853,ENSG00000180979,LRRC57,TRUE
ENSG00000112210,amy_Excit_A,0.22876014280459053,amy_Inhib_D,0.1239242793796717,1.8459671014404617,12,amy_Excit_A/amy_Inhib_D: 1.846,ENSG00000112210,RAB23,TRUE
ENSG00000158008,amy_Excit_A,0.22497153303327425,amy_Excit_C,0.12200430613075922,1.8439638744566849,13,amy_Excit_A/amy_Excit_C: 1.844,ENSG00000158008,EXTL1,TRUE
ENSG00000175772,amy_Excit_A,0.16658004850736102,amy_Excit_C,0.09780512320693607,1.703183259172538,16,amy_Excit_A/amy_Excit_C: 1.703,ENSG00000175772,LINC01106,TRUE
ENSG00000184307,amy_Excit_A,0.3174392252995264,amy_Excit_C,0.19538552665547,1.6246813708943646,18,amy_Excit_A/amy_Excit_C: 1.625,ENSG00000184307,ZDHHC23,TRUE
ENSG00000141668,amy_Excit_A,0.5852987063461491,amy_Excit_C,0.3603586660954751,1.6242115464792994,19,amy_Excit_A/amy_Excit_C: 1.624,ENSG00000141668,CBLN2,TRUE
ENSG00000147655,amy_Excit_A,0.37450079040395107,amy_Excit_C,0.23381011823449832,1.6017304692876806,20,amy_Excit_A/amy_Excit_C: 1.602,ENSG00000147655,RSPO2,TRUE
ENSG00000106367,amy_Excit_A,0.189717674772289,amy_Endo,0.12120080830875843,1.5653169101726139,22,amy_Excit_A/amy_Endo: 1.565,ENSG00000106367,AP1S1,TRUE
ENSG00000162545,amy_Excit_A,1.6078566895128783,amy_Excit_C,1.0350484266286495,1.553412041550534,23,amy_Excit_A/amy_Excit_C: 1.553,ENSG00000162545,CAMK2N1,TRUE
ENSG00000103174,amy_Excit_A,0.35678282846865383,amy_Excit_C,0.23002582066425262,1.5510555616685167,24,amy_Excit_A/amy_Excit_C: 1.551,ENSG00000103174,NAGPA,TRUE
ENSG00000119535,amy_Micro,1.6463109001466902,amy_Inhib_F,0.009309824930050437,176.8358602354267,1,amy_Micro/amy_Inhib_F: 176.836,ENSG00000119535,CSF3R,TRUE
ENSG00000232591,amy_Micro,1.6767305020913756,amy_Inhib_F,0.011550637623623116,145.16345822001745,2,amy_Micro/amy_Inhib_F: 145.163,ENSG00000232591,AL139125.1,TRUE
ENSG00000105967,amy_Micro,1.1173680992131647,amy_Inhib_D,0.010145943838104207,110.12953718674906,3,amy_Micro/amy_Inhib_D: 110.13,ENSG00000105967,TFEC,TRUE
ENSG00000114013,amy_Micro,1.523925378066151,amy_Inhib_H,0.015271142231359695,99.7911849014627,4,amy_Micro/amy_Inhib_H: 99.791,ENSG00000114013,CD86,TRUE
ENSG00000140678,amy_Micro,1.5494952618096764,amy_Inhib_C,0.019735968821407296,78.51123376973332,5,amy_Micro/amy_Inhib_C: 78.511,ENSG00000140678,ITGAX,TRUE
ENSG00000253988,amy_Micro,1.4018393616701532,amy_Inhib_F,0.017869891944520648,78.44699710677277,6,amy_Micro/amy_Inhib_F: 78.447,ENSG00000253988,AC079015.1,TRUE
ENSG00000250125,amy_Micro,2.007760724109331,amy_Inhib_C,0.027675912920741133,72.54541990572086,7,amy_Micro/amy_Inhib_C: 72.545,ENSG00000250125,LINC02232,TRUE
ENSG00000227502,amy_Micro,0.94498955614858,amy_OPC,0.014838224088424988,63.68616288021611,8,amy_Micro/amy_OPC: 63.686,ENSG00000227502,LINC01268,TRUE
ENSG00000042980,amy_Micro,3.3013533893494693,amy_Tcell,0.06488566501945311,50.87954925575169,9,amy_Micro/amy_Tcell: 50.88,ENSG00000042980,ADAM28,TRUE
ENSG00000112799,amy_Micro,2.5256079644843323,amy_Endo,0.050146006722231545,50.36508646589078,10,amy_Micro/amy_Endo: 50.365,ENSG00000112799,LY86,TRUE
ENSG00000101336,amy_Micro,1.4567353401527654,amy_Inhib_F,0.02983468248899769,48.82690944306091,11,amy_Micro/amy_Inhib_F: 48.827,ENSG00000101336,HCK,TRUE
ENSG00000165025,amy_Micro,2.793318155659615,amy_Tcell,0.07973948894759822,35.03055001387428,12,amy_Micro/amy_Tcell: 35.031,ENSG00000165025,SYK,TRUE
ENSG00000169313,amy_Micro,3.5141651352103134,amy_OPC,0.10386748431412574,33.833159226062,13,amy_Micro/amy_OPC: 33.833,ENSG00000169313,P2RY12,TRUE
ENSG00000260314,amy_Micro,1.2137893551733525,amy_Inhib_G,0.037791379026398814,32.11815462795023,14,amy_Micro/amy_Inhib_G: 32.118,ENSG00000260314,MRC1,TRUE
ENSG00000236963,amy_Micro,1.7731661558188343,amy_Excit_A,0.05822850314628856,30.451858797813774,15,amy_Micro/amy_Excit_A: 30.452,ENSG00000236963,LINC01141,TRUE
ENSG00000137462,amy_Micro,0.9620954449312593,amy_Astro_A,0.032948191670660605,29.20025033689412,16,amy_Micro/amy_Astro_A: 29.2,ENSG00000137462,TLR2,TRUE
ENSG00000273409,amy_Micro,2.532475399848907,amy_Inhib_E,0.08675962097957574,29.189562739619188,17,amy_Micro/amy_Inhib_E: 29.19,ENSG00000273409,AP003481.1,TRUE
ENSG00000150782,amy_Micro,1.3355780423348507,amy_Endo,0.050146006722231545,26.633786609029038,18,amy_Micro/amy_Endo: 26.634,ENSG00000150782,IL18,TRUE
ENSG00000095585,amy_Micro,2.6184029047304676,amy_Tcell,0.10003002023570949,26.176170899101045,19,amy_Micro/amy_Tcell: 26.176,ENSG00000095585,BLNK,TRUE
ENSG00000237152,amy_Micro,1.9208970974635,amy_Oligo,0.07541536525216383,25.470898284993524,21,amy_Micro/amy_Oligo: 25.471,ENSG00000237152,DLEU7-AS1,TRUE
ENSG00000228651,amy_Micro,2.140302601085567,amy_Inhib_H,0.08532426900589336,25.084335629499922,22,amy_Micro/amy_Inhib_H: 25.084,ENSG00000228651,AC074327.1,TRUE
ENSG00000168329,amy_Micro,2.500391105994008,amy_Endo,0.10032866641901854,24.922000812322448,23,amy_Micro/amy_Endo: 24.922,ENSG00000168329,CX3CR1,TRUE
ENSG00000163106,amy_Micro,1.1050122029974832,amy_Tcell,0.04797981881641736,23.030770650167163,24,amy_Micro/amy_Tcell: 23.031,ENSG00000163106,HPGDS,TRUE
ENSG00000012779,amy_Micro,1.6223396129933996,amy_OPC,0.0828862237924752,19.573091145463465,25,amy_Micro/amy_OPC: 19.573,ENSG00000012779,ALOX5,TRUE
ENSG00000144230,amy_OPC,0.611319118904518,amy_Oligo,0.013353819705219148,45.778596117004085,1,amy_OPC/amy_Oligo: 45.779,ENSG00000144230,GPR17,TRUE
ENSG00000278254,amy_OPC,3.106515130630181,amy_Inhib_F,0.12784110876031157,24.299813735615864,2,amy_OPC/amy_Inhib_F: 24.3,ENSG00000278254,AC004852.2,TRUE
ENSG00000101311,amy_OPC,1.1794547946208105,amy_Inhib_B,0.08167601364064472,14.440650835508874,3,amy_OPC/amy_Inhib_B: 14.441,ENSG00000101311,FERMT1,TRUE
ENSG00000064270,amy_OPC,1.3059492150226597,amy_Excit_C,0.11650762230574256,11.209131121014137,5,amy_OPC/amy_Excit_C: 11.209,ENSG00000064270,ATP2C2,TRUE
ENSG00000112280,amy_OPC,1.3834051864964276,amy_Mural,0.12490931462508452,11.075276416724567,6,amy_OPC/amy_Mural: 11.075,ENSG00000112280,COL9A1,TRUE
ENSG00000197299,amy_OPC,0.7950521605715413,amy_Tcell,0.0772402739513859,10.293233308208325,7,amy_OPC/amy_Tcell: 10.293,ENSG00000197299,BLM,TRUE
ENSG00000257842,amy_OPC,1.6622932252472407,amy_Inhib_C,0.1630956030092853,10.192140036740314,8,amy_OPC/amy_Inhib_C: 10.192,ENSG00000257842,LINC02588,TRUE
ENSG00000065320,amy_OPC,1.4638757629563777,amy_Inhib_F,0.19827613351106996,7.383015479644947,9,amy_OPC/amy_Inhib_F: 7.383,ENSG00000065320,NTN1,TRUE
ENSG00000127325,amy_OPC,0.6148315374398916,amy_Inhib_F,0.09321253853474648,6.596017521942106,10,amy_OPC/amy_Inhib_F: 6.596,ENSG00000127325,BEST3,TRUE
ENSG00000157890,amy_OPC,3.2968043538745255,amy_Excit_B,0.5595143002584767,5.89226111352563,11,amy_OPC/amy_Excit_B: 5.892,ENSG00000157890,MEGF11,TRUE
ENSG00000169302,amy_OPC,1.8729927263804769,amy_Excit_B,0.3681304702784306,5.087850307430036,12,amy_OPC/amy_Excit_B: 5.088,ENSG00000169302,STK32A,TRUE
ENSG00000196132,amy_OPC,1.6212479675295983,amy_Excit_B,0.38950306227679704,4.16234973366518,13,amy_OPC/amy_Excit_B: 4.162,ENSG00000196132,MYT1,TRUE
ENSG00000134853,amy_OPC,0.8752157302894867,amy_Inhib_D,0.21874294603966074,4.001115218274511,14,amy_OPC/amy_Inhib_D: 4.001,ENSG00000134853,PDGFRA,TRUE
ENSG00000175093,amy_OPC,0.5585966855127673,amy_Mural,0.14385232581250187,3.8831258539458453,15,amy_OPC/amy_Mural: 3.883,ENSG00000175093,SPSB4,TRUE
ENSG00000198732,amy_OPC,2.6811290075086673,amy_Inhib_B,0.7183918523997622,3.7321261349950614,16,amy_OPC/amy_Inhib_B: 3.732,ENSG00000198732,SMOC1,TRUE
ENSG00000141314,amy_OPC,1.1831464446659485,amy_Astro_A,0.34784937313213626,3.4013183177895536,18,amy_OPC/amy_Astro_A: 3.401,ENSG00000141314,RHBDL3,TRUE
ENSG00000162512,amy_OPC,1.063756917589611,amy_Inhib_A,0.35639913395451683,2.9847348555155757,19,amy_OPC/amy_Inhib_A: 2.985,ENSG00000162512,SDC3,TRUE
ENSG00000152128,amy_OPC,1.9051997816225428,amy_Excit_A,0.6386148025369107,2.983331695497969,20,amy_OPC/amy_Excit_A: 2.983,ENSG00000152128,TMEM163,TRUE
ENSG00000157734,amy_OPC,0.5383876135302793,amy_Oligo,0.18444164959004247,2.9190132203162937,21,amy_OPC/amy_Oligo: 2.919,ENSG00000157734,SNX22,TRUE
ENSG00000205927,amy_OPC,0.6141034379463561,amy_Oligo,0.21918715586684612,2.801730947772403,22,amy_OPC/amy_Oligo: 2.802,ENSG00000205927,OLIG2,TRUE
ENSG00000114200,amy_OPC,0.892064013341093,amy_Inhib_F,0.31854051580118925,2.800472684290676,23,amy_OPC/amy_Inhib_F: 2.8,ENSG00000114200,BCHE,TRUE
ENSG00000152527,amy_OPC,1.45216978972177,amy_Mural,0.5282584772014912,2.7489758373870363,24,amy_OPC/amy_Mural: 2.749,ENSG00000152527,PLEKHH2,TRUE
ENSG00000174945,amy_OPC,1.6334908143890683,amy_Inhib_E,0.604730474506223,2.7011881875522366,25,amy_OPC/amy_Inhib_E: 2.701,ENSG00000174945,AMZ1,TRUE
ENSG00000164692,amy_Mural,0.9172212461408041,amy_Inhib_E,0.00594279848283455,154.34163698973603,1,amy_Mural/amy_Inhib_E: 154.342,ENSG00000164692,COL1A2,TRUE
ENSG00000112837,amy_Mural,1.2742729676744702,amy_Inhib_H,0.01460317474646275,87.2599958432416,2,amy_Mural/amy_Inhib_H: 87.26,ENSG00000112837,TBX18,TRUE
ENSG00000173918,amy_Mural,1.3839983975951033,amy_Inhib_F,0.017733865353319236,78.04268105238891,3,amy_Mural/amy_Inhib_F: 78.043,ENSG00000173918,C1QTNF1,TRUE
ENSG00000243620,amy_Mural,3.259215091891056,amy_Excit_C,0.04361309942979359,74.73018736349142,4,amy_Mural/amy_Excit_C: 74.73,ENSG00000243620,AC092957.1,TRUE
ENSG00000182963,amy_Mural,1.946129723103475,amy_Excit_B,0.03278575419256761,59.35900426974636,5,amy_Mural/amy_Excit_B: 59.359,ENSG00000182963,GJC1,TRUE
