gene,cellType.target,mean.target,cellType.2nd,mean.2nd,MeanRatio,MeanRatio.rank,MeanRatio.anno,gene_ensembl,gene_name,marker_gene
ENSG00000207955,sacc_Oligo_A,0.9472638632925976,sacc_Oligo_B,0.4482106897301657,2.1134343401378373,18,sacc_Oligo_A/sacc_Oligo_B: 2.113,ENSG00000207955,AL359091.1,TRUE
ENSG00000116266,sacc_Oligo_A,0.9711144256805361,sacc_Oligo_B,0.46041044341441717,2.109236312014826,19,sacc_Oligo_A/sacc_Oligo_B: 2.109,ENSG00000116266,STXBP3,TRUE
ENSG00000125247,sacc_Oligo_A,1.2369207518692902,sacc_Oligo_B,0.5872722784589474,2.1062134162284587,20,sacc_Oligo_A/sacc_Oligo_B: 2.106,ENSG00000125247,TMTC4,TRUE
ENSG00000064651,sacc_Oligo_A,1.8179625012680907,sacc_Oligo_B,0.8647702941410416,2.102249017554234,21,sacc_Oligo_A/sacc_Oligo_B: 2.102,ENSG00000064651,SLC12A2,TRUE
ENSG00000176485,sacc_Oligo_A,1.504781807024074,sacc_Oligo_B,0.7266591517183646,2.0708220676305342,22,sacc_Oligo_A/sacc_Oligo_B: 2.071,ENSG00000176485,PLA2G16,TRUE
ENSG00000080822,sacc_Oligo_A,1.6289632895509119,sacc_Oligo_B,0.8072439571323843,2.017931847192223,24,sacc_Oligo_A/sacc_Oligo_B: 2.018,ENSG00000080822,CLDND1,TRUE
ENSG00000011426,sacc_Oligo_A,1.4618375273827637,sacc_Oligo_B,0.7399891865496976,1.9754849853938872,25,sacc_Oligo_A/sacc_Oligo_B: 1.975,ENSG00000011426,ANLN,TRUE
ENSG00000253686,sacc_Excit_C,0.291063679961901,sacc_Excit_E,0.016904136541291307,17.218488459965236,1,sacc_Excit_C/sacc_Excit_E: 17.218,ENSG00000253686,LINC01484,TRUE
ENSG00000256193,sacc_Excit_C,0.49203501479494655,sacc_Excit_E,0.11019794825339929,4.46501067028504,2,sacc_Excit_C/sacc_Excit_E: 4.465,ENSG00000256193,LINC00507,TRUE
ENSG00000099260,sacc_Excit_C,0.6099047473547565,sacc_Excit_B,0.19140666208764529,3.186434268810772,3,sacc_Excit_C/sacc_Excit_B: 3.186,ENSG00000099260,PALMD,TRUE
ENSG00000283445,sacc_Excit_C,0.42577992060365893,sacc_Excit_D,0.13767336683769013,3.092681833703041,4,sacc_Excit_C/sacc_Excit_D: 3.093,ENSG00000283445,AL136985.3,TRUE
ENSG00000065325,sacc_Excit_C,0.5978330057051477,sacc_Excit_D,0.20512482255210335,2.9144839628236285,5,sacc_Excit_C/sacc_Excit_D: 2.914,ENSG00000065325,GLP2R,TRUE
ENSG00000139865,sacc_Excit_C,1.1638683352866066,sacc_Excit_D,0.40077051475939623,2.9040767532145884,6,sacc_Excit_C/sacc_Excit_D: 2.904,ENSG00000139865,TTC6,TRUE
ENSG00000156463,sacc_Excit_C,0.25224408183742886,sacc_Excit_D,0.12100204622663643,2.084626580322258,7,sacc_Excit_C/sacc_Excit_D: 2.085,ENSG00000156463,SH3RF2,TRUE
ENSG00000226519,sacc_Excit_C,0.403271864880941,sacc_Excit_E,0.19373127978693103,2.081604299132625,8,sacc_Excit_C/sacc_Excit_E: 2.082,ENSG00000226519,LINC00390,TRUE
ENSG00000223930,sacc_Excit_C,1.1045482460045344,sacc_Excit_E,0.5839240377636405,1.8915957805656065,9,sacc_Excit_C/sacc_Excit_E: 1.892,ENSG00000223930,AC109779.1,TRUE
ENSG00000236922,sacc_Excit_C,2.2289283207017574,sacc_Excit_A,1.2135201912097957,1.8367459699864326,10,sacc_Excit_C/sacc_Excit_A: 1.837,ENSG00000236922,LINC01378,TRUE
ENSG00000065357,sacc_Excit_C,0.4835588871478267,sacc_Micro,0.2739230898680446,1.765308968224507,11,sacc_Excit_C/sacc_Micro: 1.765,ENSG00000065357,DGKA,TRUE
ENSG00000171126,sacc_Excit_C,0.5223986996487598,sacc_Excit_D,0.3005999521835398,1.7378535686851824,12,sacc_Excit_C/sacc_Excit_D: 1.738,ENSG00000171126,KCNG3,TRUE
ENSG00000091136,sacc_Excit_C,1.0185707024824653,sacc_Excit_D,0.6137394815640913,1.6596141083944564,13,sacc_Excit_C/sacc_Excit_D: 1.66,ENSG00000091136,LAMB1,TRUE
ENSG00000257986,sacc_Excit_C,0.9145662892408918,sacc_Excit_F,0.5520633429550706,1.6566328862652329,14,sacc_Excit_C/sacc_Excit_F: 1.657,ENSG00000257986,LINC02306,TRUE
ENSG00000275342,sacc_Excit_C,0.7108252916555075,sacc_Micro,0.436830915838559,1.6272321071666307,15,sacc_Excit_C/sacc_Micro: 1.627,ENSG00000275342,PRAG1,TRUE
ENSG00000261193,sacc_Excit_C,0.20337001135930446,sacc_Excit_G,0.12770569840841914,1.592489715759599,16,sacc_Excit_C/sacc_Excit_G: 1.592,ENSG00000261193,AC134312.4,TRUE
ENSG00000115944,sacc_Excit_C,1.344360014525559,sacc_Excit_G,0.88786030213648,1.5141571385617676,17,sacc_Excit_C/sacc_Excit_G: 1.514,ENSG00000115944,COX7A2L,TRUE
ENSG00000123612,sacc_Excit_C,0.45374144760464064,sacc_Oligo_A,0.3056556033143355,1.4844859465508113,18,sacc_Excit_C/sacc_Oligo_A: 1.484,ENSG00000123612,ACVR1C,TRUE
ENSG00000036530,sacc_Excit_C,1.0385168825472926,sacc_Astro_A,0.6999972722504108,1.4836013277717215,19,sacc_Excit_C/sacc_Astro_A: 1.484,ENSG00000036530,CYP46A1,TRUE
ENSG00000061337,sacc_Excit_C,0.6377072028559002,sacc_Inhib_D,0.43291229816385357,1.4730632637618752,20,sacc_Excit_C/sacc_Inhib_D: 1.473,ENSG00000061337,LZTS1,TRUE
ENSG00000183655,sacc_Excit_C,0.39639708749307273,sacc_Excit_E,0.2696501942032449,1.4700419136145486,21,sacc_Excit_C/sacc_Excit_E: 1.47,ENSG00000183655,KLHL25,TRUE
ENSG00000114656,sacc_Excit_C,0.5476552601264238,sacc_Excit_G,0.3756785286277687,1.4577763124414647,22,sacc_Excit_C/sacc_Excit_G: 1.458,ENSG00000114656,KIAA1257,TRUE
ENSG00000182230,sacc_Excit_C,0.48112792499360735,sacc_Excit_A,0.34082626266593224,1.411651558862395,23,sacc_Excit_C/sacc_Excit_A: 1.412,ENSG00000182230,FAM153B,TRUE
ENSG00000221955,sacc_Excit_C,0.7569556218015551,sacc_Inhib_F,0.5504663910297731,1.375116872050075,24,sacc_Excit_C/sacc_Inhib_F: 1.375,ENSG00000221955,SLC12A8,TRUE
ENSG00000145451,sacc_Excit_C,0.9785001719671507,sacc_Inhib_K,0.7134068089816394,1.3715879350295546,25,sacc_Excit_C/sacc_Inhib_K: 1.372,ENSG00000145451,GLRA3,TRUE
ENSG00000095585,sacc_Micro,2.4871428864155916,sacc_Excit_F,0.01728060466614412,143.9268436762726,1,sacc_Micro/sacc_Excit_F: 143.927,ENSG00000095585,BLNK,TRUE
ENSG00000114013,sacc_Micro,1.3844063144662664,sacc_Astro_B,0.01063181888726357,130.21349678226005,2,sacc_Micro/sacc_Astro_B: 130.213,ENSG00000114013,CD86,TRUE
ENSG00000146192,sacc_Micro,1.6578768955412564,sacc_Oligo_B,0.013679584482964321,121.19351268350805,3,sacc_Micro/sacc_Oligo_B: 121.194,ENSG00000146192,FGD2,TRUE
ENSG00000182578,sacc_Micro,2.8039469012255456,sacc_Inhib_C,0.02320627496078748,120.82709982379683,4,sacc_Micro/sacc_Inhib_C: 120.827,ENSG00000182578,CSF1R,TRUE
ENSG00000140678,sacc_Micro,1.502662117343112,sacc_Oligo_B,0.012805489077154886,117.34515630674939,5,sacc_Micro/sacc_Oligo_B: 117.345,ENSG00000140678,ITGAX,TRUE
ENSG00000141506,sacc_Micro,2.1265683079145736,sacc_Astro_B,0.01861715231403414,114.22629369108753,6,sacc_Micro/sacc_Astro_B: 114.226,ENSG00000141506,PIK3R5,TRUE
ENSG00000242258,sacc_Micro,1.1417776464059608,sacc_Inhib_C,0.010258191706935708,111.30398797616435,7,sacc_Micro/sacc_Inhib_C: 111.304,ENSG00000242258,LINC00996,TRUE
ENSG00000168329,sacc_Micro,2.269723260199794,sacc_Inhib_F,0.022155008618813105,102.44741039154641,8,sacc_Micro/sacc_Inhib_F: 102.447,ENSG00000168329,CX3CR1,TRUE
ENSG00000082074,sacc_Micro,3.0960727748046213,sacc_Inhib_C,0.03263760314146306,94.86213682374694,9,sacc_Micro/sacc_Inhib_C: 94.862,ENSG00000082074,FYB1,TRUE
ENSG00000123338,sacc_Micro,1.5667842334554138,sacc_Inhib_I,0.01672377817055986,93.68602103402348,10,sacc_Micro/sacc_Inhib_I: 93.686,ENSG00000123338,NCKAP1L,TRUE
ENSG00000151702,sacc_Micro,2.556239219749775,sacc_Inhib_B,0.028974316777713085,88.2243139453774,11,sacc_Micro/sacc_Inhib_B: 88.224,ENSG00000151702,FLI1,TRUE
ENSG00000185811,sacc_Micro,2.2113016250897948,sacc_Excit_G,0.026108699098328605,84.69597113060892,12,sacc_Micro/sacc_Excit_G: 84.696,ENSG00000185811,IKZF1,TRUE
ENSG00000232591,sacc_Micro,1.6048249355344368,sacc_Astro_A,0.020981955856712795,76.48595519378154,13,sacc_Micro/sacc_Astro_A: 76.486,ENSG00000232591,AL139125.1,TRUE
ENSG00000129667,sacc_Micro,1.9599827899288638,sacc_Astro_B,0.02968147587071375,66.03387238781978,14,sacc_Micro/sacc_Astro_B: 66.034,ENSG00000129667,RHBDF2,TRUE
ENSG00000165025,sacc_Micro,2.65990630616856,sacc_Inhib_G,0.04056742646188313,65.56753874115701,15,sacc_Micro/sacc_Inhib_G: 65.568,ENSG00000165025,SYK,TRUE
ENSG00000028137,sacc_Micro,0.9955901518173105,sacc_Excit_G,0.016416312508025048,60.6463937215267,16,sacc_Micro/sacc_Excit_G: 60.646,ENSG00000028137,TNFRSF1B,TRUE
ENSG00000169896,sacc_Micro,1.3817523732632695,sacc_Excit_G,0.022860216608521895,60.443538087393975,17,sacc_Micro/sacc_Excit_G: 60.444,ENSG00000169896,ITGAM,TRUE
ENSG00000150782,sacc_Micro,1.1906949748025986,sacc_Inhib_B,0.02080111436548857,57.24188396262548,18,sacc_Micro/sacc_Inhib_B: 57.242,ENSG00000150782,IL18,TRUE
ENSG00000119535,sacc_Micro,1.5059779430277551,sacc_Inhib_K,0.026669052457065908,56.469120732812144,19,sacc_Micro/sacc_Inhib_K: 56.469,ENSG00000119535,CSF3R,TRUE
ENSG00000112799,sacc_Micro,2.4411551341714754,sacc_Inhib_J,0.04806489276415139,50.788735681777716,20,sacc_Micro/sacc_Inhib_J: 50.789,ENSG00000112799,LY86,TRUE
ENSG00000179583,sacc_Micro,1.423383021813277,sacc_Astro_B,0.030840301561437872,46.1533431823847,21,sacc_Micro/sacc_Astro_B: 46.153,ENSG00000179583,CIITA,TRUE
ENSG00000100055,sacc_Micro,1.0095158065118615,sacc_Excit_G,0.022077220002312378,45.72658180722593,22,sacc_Micro/sacc_Excit_G: 45.727,ENSG00000100055,CYTH4,TRUE
ENSG00000110934,sacc_Micro,1.0594958861082584,sacc_Inhib_C,0.023663477339017053,44.773465494073,23,sacc_Micro/sacc_Inhib_C: 44.773,ENSG00000110934,BIN2,TRUE
ENSG00000139679,sacc_Micro,2.268514777093961,sacc_Astro_B,0.051795345217984776,43.79765725176149,24,sacc_Micro/sacc_Astro_B: 43.798,ENSG00000139679,LPAR6,TRUE
ENSG00000137491,sacc_Micro,3.187938831588669,sacc_Excit_D,0.07588866742906068,42.008101335666424,25,sacc_Micro/sacc_Excit_D: 42.008,ENSG00000137491,SLCO2B1,TRUE
ENSG00000140545,sacc_Astro_A,1.1539174314162017,sacc_Astro_B,0.14726157053666916,7.835835426791596,1,sacc_Astro_A/sacc_Astro_B: 7.836,ENSG00000140545,MFGE8,TRUE
ENSG00000197360,sacc_Astro_A,2.0639476167818103,sacc_Astro_B,0.39320462777643694,5.249042027947093,2,sacc_Astro_A/sacc_Astro_B: 5.249,ENSG00000197360,ZNF98,TRUE
ENSG00000251372,sacc_Astro_A,1.60128745266837,sacc_Astro_B,0.3127656420116511,5.119767767230389,3,sacc_Astro_A/sacc_Astro_B: 5.12,ENSG00000251372,LINC00499,TRUE
ENSG00000184232,sacc_Astro_A,1.3127484097177657,sacc_Astro_B,0.3137154597623419,4.184519343459359,4,sacc_Astro_A/sacc_Astro_B: 4.185,ENSG00000184232,OAF,TRUE
ENSG00000126785,sacc_Astro_A,1.5459909667090115,sacc_Astro_B,0.4320307112822633,3.578428399500869,5,sacc_Astro_A/sacc_Astro_B: 3.578,ENSG00000126785,RHOJ,TRUE
ENSG00000139155,sacc_Astro_A,1.7764150737157325,sacc_Astro_B,0.5695214883617135,3.119136169604015,6,sacc_Astro_A/sacc_Astro_B: 3.119,ENSG00000139155,SLCO1C1,TRUE
ENSG00000180537,sacc_Astro_A,0.9986211399363532,sacc_Excit_A,0.36227241000651145,2.7565475933384054,7,sacc_Astro_A/sacc_Excit_A: 2.757,ENSG00000180537,RNF182,TRUE
ENSG00000134508,sacc_Astro_A,2.8830078913574346,sacc_OPC,1.0906845178530131,2.6433013801576353,8,sacc_Astro_A/sacc_OPC: 2.643,ENSG00000134508,CABLES1,TRUE
ENSG00000178075,sacc_Astro_A,1.669276913116401,sacc_Astro_B,0.6673541783281333,2.5013358233529024,9,sacc_Astro_A/sacc_Astro_B: 2.501,ENSG00000178075,GRAMD1C,TRUE
ENSG00000074047,sacc_Astro_A,0.9964400904246771,sacc_Astro_B,0.40512304423212686,2.4595986444398314,10,sacc_Astro_A/sacc_Astro_B: 2.46,ENSG00000074047,GLI2,TRUE
ENSG00000011405,sacc_Astro_A,2.1745813932763274,sacc_Inhib_G,0.8993185585155414,2.41803237872217,11,sacc_Astro_A/sacc_Inhib_G: 2.418,ENSG00000011405,PIK3C2A,TRUE
ENSG00000197977,sacc_Astro_A,0.9449337380006211,sacc_Astro_B,0.3920932754648571,2.409971802960223,12,sacc_Astro_A/sacc_Astro_B: 2.41,ENSG00000197977,ELOVL2,TRUE
ENSG00000253642,sacc_Astro_A,1.3174798965267733,sacc_Inhib_D,0.5521612022134444,2.3860421399500753,13,sacc_Astro_A/sacc_Inhib_D: 2.386,ENSG00000253642,AF279873.3,TRUE
ENSG00000148482,sacc_Astro_A,1.1069189166059075,sacc_Astro_B,0.47288746666813636,2.3407660270740958,14,sacc_Astro_A/sacc_Astro_B: 2.341,ENSG00000148482,SLC39A12,TRUE
ENSG00000248429,sacc_Astro_A,0.8894147662649682,sacc_Astro_B,0.3836348001944127,2.3183891706754545,15,sacc_Astro_A/sacc_Astro_B: 2.318,ENSG00000248429,FAM198B-AS1,TRUE
ENSG00000135821,sacc_Astro_A,2.1737861036487556,sacc_Astro_B,0.9395673701591926,2.313603231325974,16,sacc_Astro_A/sacc_Astro_B: 2.314,ENSG00000135821,GLUL,TRUE
ENSG00000168077,sacc_Astro_A,0.8609670908979469,sacc_Astro_B,0.38756079388398906,2.2215020313836633,17,sacc_Astro_A/sacc_Astro_B: 2.222,ENSG00000168077,SCARA3,TRUE
ENSG00000113721,sacc_Astro_A,1.2894535730724974,sacc_Astro_B,0.5915502721987779,2.179786965999745,18,sacc_Astro_A/sacc_Astro_B: 2.18,ENSG00000113721,PDGFRB,TRUE
ENSG00000185818,sacc_Astro_A,0.7381114554487368,sacc_Inhib_J,0.3398334462829035,2.1719800199838954,19,sacc_Astro_A/sacc_Inhib_J: 2.172,ENSG00000185818,NAT8L,TRUE
ENSG00000249240,sacc_Astro_A,0.9422587250164604,sacc_Astro_B,0.43397289227029695,2.171238669049359,20,sacc_Astro_A/sacc_Astro_B: 2.171,ENSG00000249240,AC069368.1,TRUE
ENSG00000138771,sacc_Astro_A,2.753015019520799,sacc_Astro_B,1.2814032650014402,2.1484376501239093,21,sacc_Astro_A/sacc_Astro_B: 2.148,ENSG00000138771,SHROOM3,TRUE
ENSG00000147509,sacc_Astro_A,2.388683421509169,sacc_Astro_B,1.1228549827667054,2.1273302948021593,22,sacc_Astro_A/sacc_Astro_B: 2.127,ENSG00000147509,RGS20,TRUE
ENSG00000115902,sacc_Astro_A,1.0194859117203907,sacc_Astro_B,0.4873600636132534,2.091853616732552,23,sacc_Astro_A/sacc_Astro_B: 2.092,ENSG00000115902,SLC1A4,TRUE
ENSG00000169439,sacc_Astro_A,0.9901454752492107,sacc_Astro_B,0.47753506042547045,2.073450846450978,24,sacc_Astro_A/sacc_Astro_B: 2.073,ENSG00000169439,SDC2,TRUE
ENSG00000103740,sacc_Astro_A,2.071640214669197,sacc_Astro_B,1.002274565006911,2.06693882793974,25,sacc_Astro_A/sacc_Astro_B: 2.067,ENSG00000103740,ACSBG1,TRUE
ENSG00000118513,sacc_Inhib_H,0.3813389468788489,sacc_Excit_C,0.03400637309090052,11.213749430423327,1,sacc_Inhib_H/sacc_Excit_C: 11.214,ENSG00000118513,MYB,TRUE
ENSG00000187955,sacc_Inhib_H,0.4577333880051385,sacc_Oligo_A,0.12242918194900115,3.7387604876410183,4,sacc_Inhib_H/sacc_Oligo_A: 3.739,ENSG00000187955,COL14A1,TRUE
ENSG00000164879,sacc_Inhib_H,1.6054432161532242,sacc_Inhib_G,0.4377700336211941,3.667320951306656,5,sacc_Inhib_H/sacc_Inhib_G: 3.667,ENSG00000164879,CA3,TRUE
ENSG00000125355,sacc_Inhib_H,0.831018876142367,sacc_OPC,0.2545349263217626,3.264852050566372,7,sacc_Inhib_H/sacc_OPC: 3.265,ENSG00000125355,TMEM255A,TRUE
ENSG00000154080,sacc_Inhib_H,2.7998472601467066,sacc_OPC,0.8800841148699093,3.181340525116249,8,sacc_Inhib_H/sacc_OPC: 3.181,ENSG00000154080,CHST9,TRUE
ENSG00000185015,sacc_Inhib_H,0.9717884566661287,sacc_Inhib_D,0.3078924494657988,3.1562594612248733,9,sacc_Inhib_H/sacc_Inhib_D: 3.156,ENSG00000185015,CA13,TRUE
ENSG00000170962,sacc_Inhib_H,2.924181846320182,sacc_Inhib_D,0.9862171907148507,2.9650485449362476,10,sacc_Inhib_H/sacc_Inhib_D: 2.965,ENSG00000170962,PDGFD,TRUE
ENSG00000120820,sacc_Inhib_H,0.8054281140878682,sacc_Excit_D,0.30717326531142125,2.622064499237268,11,sacc_Inhib_H/sacc_Excit_D: 2.622,ENSG00000120820,GLT8D2,TRUE
ENSG00000187498,sacc_Inhib_H,1.1467842452084416,sacc_Inhib_B,0.5146234920792173,2.2283946668954515,12,sacc_Inhib_H/sacc_Inhib_B: 2.228,ENSG00000187498,COL4A1,TRUE
ENSG00000104332,sacc_Inhib_H,0.9215737400872006,sacc_Inhib_K,0.44232641931787664,2.0834698083564263,14,sacc_Inhib_H/sacc_Inhib_K: 2.083,ENSG00000104332,SFRP1,TRUE
ENSG00000166268,sacc_Inhib_H,0.574418959782571,sacc_Inhib_D,0.28065166827263655,2.046732746389937,15,sacc_Inhib_H/sacc_Inhib_D: 2.047,ENSG00000166268,MYRFL,TRUE
ENSG00000049323,sacc_Inhib_H,1.9836015504400166,sacc_Astro_B,1.007700369355156,1.9684438060783442,16,sacc_Inhib_H/sacc_Astro_B: 1.968,ENSG00000049323,LTBP1,TRUE
ENSG00000133863,sacc_Inhib_H,0.5575205238925122,sacc_Astro_A,0.28584075592765534,1.9504584714770954,17,sacc_Inhib_H/sacc_Astro_A: 1.95,ENSG00000133863,TEX15,TRUE
ENSG00000150893,sacc_Inhib_H,0.7011554875470752,sacc_OPC,0.36956737526892325,1.8972331825472017,18,sacc_Inhib_H/sacc_OPC: 1.897,ENSG00000150893,FREM2,TRUE
